,id,name,popularity,duration,artist,danceability,energy,loudness,speechiness,acousticness,instrumentalness,valence,tempo
0,6Aw5k0jkFceYayaJoRupLT,Pura Pura Lupa,71,246964,Mahen,0.529,0.446,-9.167,0.0294,0.757,0.000764,0.14,111.903
1,7qEHsqek33rTcFNT9PFqLf,Someone You Loved,90,182160,Lewis Capaldi,0.501,0.405,-5.679,0.0319,0.751,0.0,0.446,109.891
2,5drW6PGRxkE6MxttzVLNk5,Secukupnya,69,205466,Hindia,0.731,0.796,-5.098,0.0344,0.19,0.0606,0.933,102.006
3,7iTF9T1jum3Km6H6WMZpDC,One Only,72,255492,Pamungkas,0.25,0.519,-6.39,0.0314,0.219,3.18e-06,0.113,144.63
4,1Cv1YLb4q0RzL6pybtaMLo,Sunday Best,85,158571,Surfaces,0.878,0.525,-6.832,0.0578,0.183,0.0,0.694,112.022
5,7eJMfftS33KTjuF7lTsMCx,death bed (coffee for your head),90,173333,"Powfu, beabadoobee",0.726,0.431,-8.765,0.135,0.731,0.0,0.348,144.026
6,2b8fOow8UzyDFAE27YhOZM,Memories,89,189486,Maroon 5,0.764,0.32,-7.209,0.0546,0.837,0.0,0.575,91.019
7,4umIPjkehX1r7uhmGvXiSV,Intentions (feat. Quavo),82,212866,"Justin Bieber, Quavo",0.806,0.546,-6.637,0.0575,0.3,0.0,0.874,147.986
8,4vh193RZbEEBanSG0719Wh,Lebih Dari Egoku,67,249097,Mawar De Jongh,0.672,0.392,-7.72,0.0271,0.738,0.0,0.333,79.961
9,4qgIQcskrvj6nlypTvBm5k,Waktu Yang Salah,70,325946,"Fiersa Besari, Thantri",0.665,0.276,-11.053,0.026,0.788,0.0,0.299,130.07
10,2gMXnyrvIjhVBUZwvLZDMP,Before You Go,86,215106,Lewis Capaldi,0.459,0.575,-4.858,0.0573,0.604,0.0,0.183,111.881
11,5sgRYOTpFZRROlndD460KI,"Pelukku Untuk Pelikmu - OST Imperfect: Karier, Cinta, & Timbangan",69,249503,Fiersa Besari,0.531,0.825,-5.462,0.0432,0.127,0.0,0.247,125.043
12,4HBZA5flZLE435QTztThqH,Stuck with U (with Justin Bieber),89,228482,"Ariana Grande, Justin Bieber",0.597,0.45,-6.658,0.0418,0.223,0.0,0.537,178.765
13,06pezDUwqVsUfpBNw6uJir,LATHI (with Sara Fajira),70,188900,"Weird Genius, Sara Fajira",0.586,0.898,-1.928,0.0353,0.0857,0.000254,0.21,149.971
14,1tS1dRfxIV9FzqdYTbJgMn,Kenangan Manis,71,207937,Pamungkas,0.604,0.678,-7.331,0.0304,0.0511,0.00169,0.721,139.974
15,5iFwAOB2TFkPJk8sMlxP8g,Make You Mine,81,232906,PUBLIC,0.606,0.799,-4.452,0.0261,0.0128,0.0,0.638,103.014
16,4TnjEaWOeW0eKTKIEvJyCa,Falling,86,159381,Trevor Daniel,0.785,0.431,-8.756,0.0364,0.123,0.0,0.236,127.085
17,16wAOAZ2OkqoIDN7TpChjR,Yummy,76,208520,Justin Bieber,0.676,0.506,-6.652,0.0958,0.345,0.0,0.497,145.842
18,3CYH422oy1cZNoo0GTG1TK,Psycho,80,210560,Red Velvet,0.664,0.666,-2.203,0.0446,0.193,0.0,0.405,139.987
19,207UhtrPquuAae44b2LhZW,How You Like That,78,180956,BLACKPINK,0.813,0.787,-4.254,0.0777,0.0452,0.000107,0.326,130.018
20,0ZoBl7pWhdjnj4eIe9I11o,Maafkan Aku #terlanjurmencinta,74,224000,Tiara Andini,0.485,0.423,-8.385,0.0373,0.73,0.0,0.132,137.353
21,3c4cBEObUsLU8O5I2yQP3l,Halu,65,265737,Feby Putri,0.338,0.251,-14.544,0.0353,0.866,0.0324,0.0963,116.419
22,0t1kP63rueHleOhQkYSXFY,Dynamite,95,199053,BTS,0.746,0.765,-4.41,0.0993,0.0112,0.0,0.737,114.044
23,2XU0oxnq2qxCpomAAuJY8K,Dance Monkey,89,209438,Tones And I,0.824,0.588,-6.4,0.0924,0.692,0.000104,0.513,98.027
24,01beCqR9wsVnwzkAJZyTqq,I Love You but I'm Letting Go,69,220163,Pamungkas,0.393,0.319,-9.116,0.0303,0.972,2.94e-05,0.131,79.628
25,4J12uL4aNKzRco173fPyYQ,Bentuk Cinta,70,263903,Eclat Story,0.73,0.328,-9.542,0.0323,0.585,0.0,0.503,110.11
26,74OLXYsvpfmSgPCMMi898K,bitterlove,70,216264,Ardhito Pramono,0.678,0.531,-10.92,0.0384,0.393,0.0016,0.574,149.393
27,5X5Vj8FcxyoLzq9qxAa45U,Tolong,67,250322,Budi Doremi,0.435,0.2,-12.481,0.0365,0.891,0.0,0.244,136.054
29,1sxUn0SdlFG05Q3qAA2FlE,Nyaman,62,226602,Andmesh,0.535,0.311,-11.164,0.0266,0.818,0.0,0.456,82.979
31,3Jby9Ezr1E7wCsXe0Dexa6,Tanpa Tergesa,52,218405,Juicy Luicy,0.703,0.291,-7.109,0.0277,0.303,0.0,0.449,96.058
32,43kiDtoYD0nDJYxzQwclpT,Location Unknown ◐ (feat. BEKA) - Brooklyn Session,66,328050,"HONNE, BEKA",0.508,0.293,-7.47,0.0441,0.941,0.0,0.395,91.509
34,0ecC8p17cDNlxHXkuYqeR6,Surrender,81,183103,Natalie Taylor,0.39,0.448,-8.57,0.0276,0.8,0.182,0.077,144.89
35,19JvKc2f3ZNblfBSDMDwUF,Celengan Rindu,67,224280,Fiersa Besari,0.636,0.536,-7.646,0.0432,0.105,0.0,0.661,116.878
36,4msighkG4nKOw60aoN7lV7,Kumau Dia,64,256227,Andmesh,0.467,0.514,-9.007,0.0274,0.159,8.33e-06,0.599,157.869
37,77vx7sGjdqwdnQL968t8oY,Monolog,71,207216,Pamungkas,0.476,0.578,-9.252,0.0312,0.108,0.558,0.298,96.978
38,5DqdesEfbRyOlSS3Tf6c29,It's You,85,212606,Ali Gatie,0.732,0.463,-6.972,0.0287,0.374,0.0,0.397,95.971
39,2wAiFWjRupWmnDkQcu91MF,Rumah Ke Rumah,68,277457,Hindia,0.72,0.786,-7.396,0.0319,0.456,0.616,0.488,116.032
40,1mruWrUwAVe2XkksUQiaHK,Selamat (Selamat Tinggal),66,313670,"Virgoun, Audy",0.361,0.581,-8.502,0.0302,0.523,5.42e-06,0.372,79.59
41,3FcCAFQj4bLpfxo8gj1kk9,Adu Rayu,67,207700,"Yovie Widianto, Tulus, Glenn Fredly",0.558,0.374,-12.425,0.0471,0.598,0.0,0.217,99.953
42,2RSHsoi04658QL5xgQVov3,Bad Liar,81,260773,Imagine Dragons,0.383,0.637,-6.993,0.0703,0.0722,0.0,0.0827,177.913
43,18uwL0vNUanqZH0ro2QcOP,comethru,81,181613,Jeremy Zucker,0.795,0.178,-11.991,0.0574,0.607,0.0,0.608,93.982
44,10CbwBfusPvPWuzuTLeMdm,Sedang Sayang Sayangnya,67,261030,Mawar De Jongh,0.518,0.424,-8.531,0.0421,0.731,0.0,0.552,165.715
45,01TdkJ0lorIzBsdks8X1Tb,Perlahan,68,300000,Guyon Waton,0.659,0.537,-9.644,0.0343,0.675,3.92e-05,0.398,127.962
46,7mjO4RbTZIb1SfE8G673Lm,Rehat,67,354480,Kunto Aji,0.326,0.252,-12.514,0.0315,0.849,0.213,0.0711,69.991
47,1JxoK0EU5SHupbXjSwYaN7,Cinta Luar Biasa,62,255562,Andmesh,0.581,0.232,-11.863,0.0309,0.812,0.0,0.317,135.889
48,1ZpFxOhpzT1MDCq7zjtOV1,Boy With Luv (Feat. Halsey),67,229773,"BTS, Halsey",0.645,0.862,-4.757,0.0965,0.0923,0.0,0.798,119.991
49,5D5wUmhN0uIWnPb6mNOBiN,Tanya Hati,67,274840,Pasto,0.667,0.721,-5.046,0.0254,0.264,0.000442,0.413,132.469
50,249gnXrbfmV8NG6jTEMSwD,Life Goes On,95,207481,BTS,0.566,0.716,-5.733,0.0424,0.00691,0.0,0.45,81.068
51,3XJ9dvjhpxh49PyjRdn1Lu,Closure,68,222608,Pamungkas,0.575,0.516,-7.674,0.0447,0.834,2.64e-05,0.269,138.011
52,5u1n1kITHCxxp8twBcZxWy,Holy (feat. Chance The Rapper),94,212093,"Justin Bieber, Chance the Rapper",0.673,0.704,-8.056,0.36,0.196,0.0,0.372,86.919
53,0u5FYJWJLcLzSN9S1Wb2ag,Lovesick Girls,84,192765,BLACKPINK,0.658,0.732,-4.762,0.0654,0.00513,0.0,0.409,127.995
54,40mWvWthlULlOVQpJYnmvm,Lagu Dua Kunci,55,244643,Fiersa Besari,0.585,0.491,-7.663,0.0296,0.518,0.00059,0.19,120.029
55,3CBxVM0zGj41BQtE6m7gwb,Membasuh,63,373824,"Hindia, Rara Sekar",0.342,0.196,-12.149,0.0461,0.928,0.0317,0.235,187.224
56,0Ax3HeFnPVuHBtzc0AQ7zw,Adaptasi,70,188972,Tulus,0.527,0.27,-8.137,0.0423,0.874,4.64e-06,0.459,180.112
57,4aGodOZLFHb6NfExt9nV0b,Romansa Ke Masa Depan,42,290889,Glenn Fredly,0.559,0.594,-5.741,0.0279,0.336,0.000337,0.426,186.068
60,2BCYKFDWnZi9PMkZiemQh1,Film Favorit,63,223500,Sheila On 7,0.525,0.801,-4.74,0.0357,0.00548,0.00015,0.628,179.934
61,5QGdWvXwXMK2Zx6eKagyue,Sudah - Story of Kale - Original Motion Picture Soundtrack,74,206098,Ardhito Pramono,0.617,0.172,-11.526,0.0316,0.907,2.87e-05,0.199,114.924
62,4R2kfaDFhslZEMJqAFNpdd,cardigan,83,239560,Taylor Swift,0.613,0.581,-8.588,0.0424,0.537,0.000345,0.551,130.033
64,2wLpTF8xnsSHDpFGeV43DT,Hanya Rindu,62,251974,Andmesh,0.285,0.162,-12.226,0.0347,0.888,0.0,0.2,178.754
65,4jp4Z02kzzg8gK0NmDGgml,Play,74,167976,"K-391, Alan Walker, Tungevaag, Mangoo",0.52,0.798,-5.498,0.0391,0.101,0.0,0.168,101.944
66,3kwgqoBqTwoAH4nT29TYrq,Nobody's Love,79,211253,Maroon 5,0.486,0.567,-6.456,0.0379,0.31,0.0,0.154,93.68
67,2X3SjXtga1hRUopyX7IDWO,Masih,57,212476,Rossa,0.32,0.228,-9.5,0.0308,0.947,8.53e-05,0.373,88.563
68,54bFM56PmE4YLRnqpW6Tha,Therefore I Am,95,174321,Billie Eilish,0.889,0.34,-7.773,0.0697,0.218,0.13,0.716,94.009
69,4sCabvmZpbmfoCNcoCSKEX,Cuek,75,241919,Rizky Febian,0.528,0.689,-8.265,0.0537,0.434,0.00553,0.443,84.967
70,4Of7rzpRpV1mWRbhp5rAqG,Bruises,84,220492,Lewis Capaldi,0.736,0.308,-7.83,0.0677,0.946,0.0,0.361,111.202
71,70eFcWOvlMObDhURTqT4Fv,Beautiful People (feat. Khalid),77,197866,"Ed Sheeran, Khalid",0.64,0.647,-8.114,0.186,0.124,0.0,0.546,92.979
72,5KCbr5ndeby4y4ggthdiAb,Wonder,92,172692,Shawn Mendes,0.333,0.637,-4.904,0.0581,0.131,1.8e-05,0.132,139.898
73,4s0dJmVknlUl7V6oK3puzZ,Zombie,66,209259,DAY6,0.79,0.542,-4.119,0.0438,0.0117,0.0,0.527,121.982
74,24wAuTYk4J4WDzVRyaEBH2,Menghapus Jejakmu,56,184040,Peterpan,0.815,0.618,-10.511,0.0328,0.514,1.07e-06,0.941,125.042
75,4lfAvFv8roumWVKXhHF8uN,"Zona Nyaman (From ""Filosofi Kopi 2: Ben & Jody"")",63,243413,Fourtwnty,0.515,0.649,-6.278,0.0338,0.355,0.00155,0.35,120.003
76,2K87XMYnUMqLcX3zvtAF4G,Drag Me Down,80,192120,One Direction,0.73,0.703,-5.672,0.0369,0.109,0.0,0.595,138.113
77,630DpnzdfjdVqv2yLfPbAX,Bertaut,72,315960,Nadin Amizah,0.47,0.131,-13.29,0.0362,0.933,0.00245,0.115,118.836
78,1lNHWPDvKEbamKezpLq7HW,no song without you,66,160346,HONNE,0.788,0.473,-12.744,0.0328,0.489,0.254,0.81,105.429
80,6TqXcAFInzjp0bODyvrWEq,Talk (feat. Disclosure),76,197573,"Khalid, Disclosure",0.901,0.4,-8.575,0.126,0.051,0.0,0.346,135.984
81,7mjO4RbTZIb1SfE8G673Lm,Rehat,67,354480,Kunto Aji,0.326,0.252,-12.514,0.0315,0.849,0.213,0.0711,69.991
82,5qSoW3ewNlhRN3FNZPmVns,Umpah Umpah,54,220131,Red Velvet,0.693,0.935,-3.306,0.0771,0.0258,0.0,0.844,119.973
83,1Dxb9nWV16f5PthsUsV1XZ,Bicara (feat. Monita Tahalea),63,236394,"TheOvertunes, Monita Tahalea",0.574,0.37,-9.487,0.027,0.557,2.23e-05,0.372,76.863
84,5UgZoWvuycExNhZd6vIF7D,Luka Yang Kurindu,70,214000,Mahen,0.509,0.283,-12.236,0.0331,0.884,0.0014,0.227,127.943
85,2jqT6xZN5JggOF1aVYGfWt,Teristimewa,46,280207,Raisa,0.419,0.3,-8.567,0.0325,0.607,1.45e-06,0.103,120.994
86,017PF4Q3l4DBUiWoXk4OWT,Break My Heart,85,221820,Dua Lipa,0.73,0.729,-3.434,0.0883,0.167,1.39e-06,0.467,113.013
87,3mM7f12I9yOmLeqye0bII2,Selimut Hati,58,279289,Dewa 19,0.703,0.428,-8.41,0.0286,0.547,9.84e-05,0.545,74.996
88,37ZtpRBkHcaq6hHy0X98zn,I CAN'T STOP ME,86,205493,TWICE,0.657,0.88,-3.672,0.102,0.121,0.0,0.769,150.084
89,7fK0csBoqbcgUuWGV0cpoD,Obsession,70,203520,EXO,0.704,0.729,-3.851,0.0624,0.0024,0.0,0.71,129.992
90,4l0Mvzj72xxOpRrp6h8nHi,Lose You To Love Me,84,206458,Selena Gomez,0.488,0.343,-8.985,0.0436,0.556,0.0,0.0978,102.819
91,3g0mEQx3NTanacLseoP0Gw,Takeaway,79,209880,"The Chainsmokers, ILLENIUM, Lennon Stella",0.528,0.511,-8.144,0.0324,0.126,0.0,0.351,100.1
93,0EPuwZbCKltGEdmmIHhCBW,Cidro,55,317176,Didi Kempot,0.69,0.334,-17.544,0.0317,0.61,0.000585,0.787,127.004
95,0yFq4GHDqLfeceyAs63B3W,Kick It,64,233013,NCT 127,0.681,0.847,-2.462,0.0869,0.0306,0.0,0.507,167.031
96,108AjsNJYPMrZWecK7xNkF,Ijinkan Aku Menyayangimu,57,282000,Iwan Fals,0.522,0.358,-9.214,0.03,0.847,0.146,0.105,137.66
97,03T4ttRCiLXST6MZjeMwmR,Orphans,66,197533,Coldplay,0.503,0.808,-5.051,0.0451,0.0258,0.00149,0.282,107.973
98,5oCIBQxVJq4DFklDjaDCsb,Renung,49,212813,Payung Teduh,0.616,0.168,-8.915,0.0472,0.853,0.0,0.335,115.095
99,2q9f86CdlaXOr6vD3HJK6R,Kau Tercipta Bukan Untukku,56,261893,Nella Kharisma,0.789,0.946,-6.939,0.0347,0.132,0.0111,0.963,128.027
100,2QyuXBcV1LJ2rq01KhreMF,ON,82,246380,BTS,0.583,0.817,-5.146,0.0987,0.118,0.0,0.438,105.936
101,4Q9hOAbmZVZqu6wNJCbRnz,Ice Cream (with Selena Gomez),80,175813,"BLACKPINK, Selena Gomez",0.791,0.733,-3.852,0.35,0.0305,0.000169,0.913,159.974
102,5gkTGkjFB5wAd3mSBEcQPY,Sephia,57,295520,Sheila On 7,0.396,0.527,-8.658,0.0435,0.371,0.000306,0.165,185.807
104,499qjESUqiZjlNI7XQhyLp,Sweet Chaos,62,227240,DAY6,0.335,0.937,-1.895,0.0737,0.00502,0.0,0.529,199.692
105,1hEHhT0DQMOPUcV6UP1cos,Mungkin Nanti,60,268226,Peterpan,0.591,0.684,-8.956,0.0353,0.0657,8.93e-05,0.175,115.967
106,2tO8xKwSF82hUZp0sOMLM6,Aku Tenang,61,229986,Fourtwnty,0.458,0.149,-8.64,0.0391,0.919,0.0,0.165,113.632
107,4nVBt6MZDDP6tRVdQTgxJg,Story of My Life,82,245493,One Direction,0.6,0.663,-5.802,0.0477,0.225,0.0,0.286,121.07
108,0GPJSHYaXh8rZSSJoUMgyl,free love,59,209280,HONNE,0.708,0.68,-8.203,0.0519,0.0625,0.0,0.7,133.947
109,5GKwq4sO5ZHKuWaDmdwMQc,Bad Boy,71,210817,Red Velvet,0.714,0.736,-3.801,0.0457,0.191,0.0,0.814,149.985
110,1NhDc9mj96iCwgP5TniyY7,Takkan Kemana,59,240440,TheOvertunes,0.584,0.307,-11.363,0.0256,0.327,0.0268,0.0797,82.033
111,5JESuE80fvausWHjcT9QVh,Aku Milikmu,58,332733,Dewa 19,0.477,0.688,-8.043,0.0351,0.668,0.000167,0.228,135.098
112,3omvXShuRPM3zbDpWYqf5g,MORE & MORE,76,199653,TWICE,0.739,0.841,-4.162,0.06,0.0312,0.0,0.562,106.99
113,33NAYATbWRoo5RuEP30JBZ,Love Shot,61,200306,EXO,0.689,0.678,-4.287,0.119,0.0702,0.0,0.335,145.883
114,3g0mEQx3NTanacLseoP0Gw,Takeaway,79,209880,"The Chainsmokers, ILLENIUM, Lennon Stella",0.528,0.511,-8.144,0.0324,0.126,0.0,0.351,100.1
115,3R0FDwQSXOiO5gaOZFxKZ5,Sweet Scar,67,194854,"Weird Genius, Prince Husein, Eka Gustiwana, Reza Oktovian, Billy Taner",0.529,0.857,-1.183,0.0385,0.246,0.0,0.417,150.143
116,7LXW05QcQi9ri7ZBYqGhPJ,Punch,58,204000,NCT 127,0.636,0.915,-3.473,0.183,0.0353,0.0,0.511,90.946
117,7LVHVU3tWfcxj5aiPFEW4Q,Fix You,82,295533,Coldplay,0.209,0.417,-8.74,0.0338,0.164,0.00196,0.124,138.178
118,1k5vv2ood14aa5uBYWBlWh,Resah,57,240882,Payung Teduh,0.415,0.286,-8.936,0.028,0.898,0.000735,0.36,136.095
119,5AZ41aRMKszALdu5qm4sju,Korban Janji,60,255508,Guyon Waton,0.716,0.554,-6.934,0.0304,0.713,1.7e-06,0.718,124.977
120,4gW0fnArZ93uAElSkuw0PG,Sorry,65,187111,Pamungkas,0.557,0.608,-5.613,0.0291,0.159,0.000487,0.385,134.919
121,3IesVVqYxCsRCsz5OCmC7q,April,65,263746,Fiersa Besari,0.364,0.466,-8.27,0.0268,0.587,0.0,0.575,79.939
122,2dIBMHByUGcNPzmYBJ6OAj,Evaluasi,60,194469,Hindia,0.609,0.966,-4.469,0.0571,0.00194,2.83e-06,0.505,102.014
123,4GfK1qOF3uBWidbPlTCQRL,Monokrom,65,214567,Tulus,0.534,0.463,-9.389,0.0326,0.571,5.59e-06,0.519,88.045
124,3h3BXv7Iq5CTTiN9CHgkNe,Januari,63,222160,Glenn Fredly,0.586,0.607,-6.7,0.0292,0.00389,0.0,0.278,122.171
125,1utZ89iXAoZ4YydESdvkim,Tegar 2.0,43,180059,Rossa,0.682,0.637,-6.829,0.0532,0.615,7.34e-06,0.706,135.974
126,1MdjZzEInrmDBXf8zs0nKS,Dan...,66,288706,Sheila On 7,0.658,0.539,-12.051,0.026,0.156,0.0106,0.536,125.041
127,5AkV53fo1u01mi8r22JNeF,I Just Couldn't Save You Tonight (feat. Aurélie) - Story of Kale - Original Motion Picture Soundtrack,73,219600,"Ardhito Pramono, Aurélie",0.372,0.322,-9.831,0.0398,0.851,1.02e-06,0.152,85.064
128,7b6z03ctOD39o4Cez0wr0X,Switchblade,50,204299,NIKI,0.694,0.69,-6.248,0.0845,0.346,0.000674,0.304,97.027
129,6MczIMSdoZyw8EBPhihazN,Jangan Rubah Takdirku,58,234813,Andmesh,0.402,0.318,-8.245,0.0313,0.753,0.0,0.122,126.728
130,7B3zHfPqcLgV3DHcjQP2OM,Makna Cinta,70,205781,Rizky Febian,0.492,0.667,-6.198,0.0383,0.151,0.0013,0.706,84.922
131,0CahNFWYcfqUzP7aYhg6J6,Yang Terdalam,60,197240,Peterpan,0.623,0.455,-10.282,0.0328,0.323,0.146,0.622,138.075
